Name,LastName,ScholarID,ScopusID,NameEn,Affiliation,Email,Citation,ImagePath
مریم,پاک نیت,EiqW_OwAAAAJ,,Maryam Pakniyat,MSc in Technology Management  University of Isfahan,ase.ui.ac.ir,11,img\Maryam Pakniyat-EiqW_OwAAAAJ.jpg
علیرضا,سمیعی اصفهانی,vGJaOXUAAAAJ,,Alireza Samiee Esfahani,University of Isfahan,ase.ui.ac.ir,11,img\Alireza Samiee Esfahani-vGJaOXUAAAAJ.jpg
سید مهدی,بیابانکی,8ydhotgAAAAJ,57216435645,Sayyed Mahdi Biabanaki,Professor of Philosophy of Science  University of Isfahan,ahl.ui.ac.ir,11,img\Sayyed Mahdi Biabanaki-8ydhotgAAAAJ.jpg
سعید,بهرامی فر,Se3VonMAAAAJ,36695901500,Saeed Bahramifar,PhD Candidate  University of Isfahan,trn.ui.ac.ir,11,img\Saeed Bahramifar-Se3VonMAAAAJ.jpg
نوربخش,فولادی,UmxGDOUAAAAJ,58998245600,n fouladi,Associate Professor aerospace  Isfahan University,eng.ui.ac.ir,11,img\n fouladi-UmxGDOUAAAAJ.jpg
نوشین,گرک یراق,bLKNIVcAAAAJ,57191626547,Nooshin Garakyaragh,University of Isfahan,eng.ui.ac.ir,11,img\Nooshin Garakyaragh-bLKNIVcAAAAJ.jpg
سیده رحمانه,اطیابی,ZLWnEg4AAAAJ,57192004659,Sayyedeh Rahmaneh Atyabi,PhD Candidate of Microbiology  University of Isfahan,sci.ui.ac.ir,11,img\Sayyedeh Rahmaneh Atyabi-ZLWnEg4AAAAJ.jpg
زهرا,استادشریف معمار,wUJSymsAAAAJ,57219860576,Zahra Ostadsharif Memar,Isfahan University  Department of Chemistry  Iran  Isfahan,sci.ui.ac.ir,11,img\Zahra Ostadsharif Memar-wUJSymsAAAAJ.jpg
شیما,طاوسی,1Jt1DwkAAAAJ,57216568363,shima tavoosi,University of Isfahan,sci.ui.ac.ir,11,img\shima tavoosi-1Jt1DwkAAAAJ.jpg
الهه,ابراهیمی درچه,63dKB-0AAAAJ,59225256000,Elahe Ebrahimi Dorcheh,University of Isfahan,edu.ui.ac.ir,11,img\Elahe Ebrahimi Dorcheh-63dKB-0AAAAJ.jpg
نفیسه,اهل سرمدی,_47NFrIAAAAJ,58951884900,Nafiseh Ahl Sarmadi,Assistant professor  Islamic Philosophy and Kalam Department  University of Isfahan  Iran,ltr.ui.ac.ir,11,img\Nafiseh Ahl Sarmadi-_47NFrIAAAAJ.jpg
محمدعلی,چلونگر,eISLJgwAAAAJ,58890938100,mohammadali chelongar,University of Isfahan,ltr.ui.ac.ir,11,img\mohammadali chelongar-eISLJgwAAAAJ.jpg
نرگس,گنجی,WSIwQOAAAAAJ,,narges Ganji,University of Isfahan,fgn.ui.ac.ir,11,img\narges Ganji-WSIwQOAAAAAJ.jpg
سمانه,عسگری,PHYZYTUAAAAJ,57222652703,samane asgari,Ph.D. candidate at university of Isfahan,eng.ui.ac.ir,11,img\samane asgari-PHYZYTUAAAAJ.jpg
سید یحیی,مرادی,EWCRv9EAAAAJ,,Seyed Yahya Moradi,BSc of Biomedial Engineering .University of Isfahan,mehr.ui.ac.ir,10,img\Seyed Yahya Moradi-EWCRv9EAAAAJ.jpg
علی,اکبری,RTHLU80AAAAJ,59104737300,Ali Akbari,Assistant Professor  Knowledge and Information Science  University of Isfahan  Iran,edu.ui.ac.ir,10,img\Ali Akbari-RTHLU80AAAAJ.jpg
محمدرضا,رنجبری,HPVbgCUAAAAJ,57575505700,mohammadreza ranjbari,PhD student water management Isfahan university,trn.ui.ac.ir,10,img\mohammadreza ranjbari-HPVbgCUAAAAJ.jpg
حامد,نظرپور,7pCTxLkAAAAJ,,Hamed Nazarpour,Assistant Professor  University of Isfahan,ltr.ui.ac.ir,10,img\Hamed Nazarpour-7pCTxLkAAAAJ.jpg
مریم,سعیدیان جزی,Il1EBv8AAAAJ,,Maryam Saeedyan Jazi,Associate Professor.University of Isfahan,ltr.ui.ac.ir,10,img\Maryam Saeedyan Jazi-Il1EBv8AAAAJ.jpg
میثم,اللهی رودپشتی,c4JzCyUAAAAJ,,Maytham Allahi Rudposhti,Ph.D. Condidate of Computer Architecture  University of Isfahan  Isfahan  Iran,eng.ui.ac.ir,10,img\Maytham Allahi Rudposhti-c4JzCyUAAAAJ.jpg
فرزانه,نژاد خراسانی,Io-8nPYAAAAJ,,Farzaneh Nejadkhorasani ,Ph.D researcher/Organic Chemistry/University of Isfahan,sci.ui.ac.ir,10,img\Farzaneh Nejadkhorasani -Io-8nPYAAAAJ.jpg
نگار,کریمی قهفرخی,Xa-3tGcAAAAJ,,Negar Karimi Ghahfarokhi,Student at University of Isfahan  Iran,sci.ui.ac.ir,10,img\Negar Karimi Ghahfarokhi-Xa-3tGcAAAAJ.jpg
محمدرضا,قانعی,3MWt9EQAAAAJ,55774576500,Mohammad Reza Ghanei,Department of Mathematics  Khansar Campus  University of Isfahan   Iran.,khc.ui.ac.ir,10,img\Mohammad Reza Ghanei-3MWt9EQAAAAJ.jpg
مسعود,نوروزی,L1Na7hzkqpcC,57894065200,Masoud Noroozi,Department of Biomedical Engineering  University of Isfahan,mehr.ui.ac.ir,10,img\Masoud Noroozi-L1Na7hzkqpcC.jpg
سید عرفان,موسوی,A2yJvl4AAAAJ,57224679308,Seyederfan Mousavi,M. Sc. of Chemical Engineering  Isfahan University,eng.ui.ac.ir,10,img\Seyederfan Mousavi-A2yJvl4AAAAJ.jpg
ایمان,شاهسونی,_o8fO3cAAAAJ,58246204700,Iman Shahsavani,University of Isfahan,eng.ui.ac.ir,10,img\Iman Shahsavani-_o8fO3cAAAAJ.jpg
اشکان,طاهری,G23GKz0AAAAJ,58454978000,Ashkan Taheri,Ms of Polymer Chemistry  Polymer research laboratory  Department of Chemistry  University â€¦,sci.ui.ac.ir,10,img\Ashkan Taheri-G23GKz0AAAAJ.jpg
مهرداد,حسن پور,5JfgrUcAAAAJ,57216484139,mehrdad hassanpoor,MSc student of photonics; Isfahan university,sci.ui.ac.ir,9,img\mehrdad hassanpoor-5JfgrUcAAAAJ.jpg
علی,دوست محمدی,CXEpcO8AAAAJ,57060322400,Ali Doostmohammadi,University of Isfahan,eng.ui.ac.ir,9,img\Ali Doostmohammadi-CXEpcO8AAAAJ.jpg
علی,گل بابایی,hzmDkqEAAAAJ,57699014500,Ali Golbabaei,Ph.D. University of Isfahan,ase.ui.ac.ir,9,img\Ali Golbabaei-hzmDkqEAAAAJ.jpg
راضیه,محمدی ارانی,O2OodBEAAAAJ,57808825200,Razieh Mohammadi-Arani,University of Isfahan,sci.ui.ac.ir,9,img\Razieh Mohammadi-Arani-O2OodBEAAAAJ.jpg
امیرحسین,لباف,MH3GP2cAAAAJ,,Amir Hossein Labbaf,Department of Motor Behavior and Sport Management  Faculty of Sports Sciences â€¦,spr.ui.ac.ir,9,img\Amir Hossein Labbaf-MH3GP2cAAAAJ.jpg
اردلان,نصرتی,3IL82oQAAAAJ,,Ardalan Nosrati,Assistant professor in the Department of French and Russian Language University of â€¦,fgn.ui.ac.ir,9,img\Ardalan Nosrati-3IL82oQAAAAJ.jpg
اسدالله,کریمی,9uUlf5UAAAAJ,57190025766,Asadallah Karimi,Professor of GIS  University of Isfahan,eng.ui.ac.ir,9,img\Asadallah Karimi-9uUlf5UAAAAJ.jpg
ندا,نورمحمدی,iWsT6UgAAAAJ,56022193500,Neda Noormohammadi,student university of isfahan,eng.ui.ac.ir,8,img\Neda Noormohammadi-iWsT6UgAAAAJ.jpg
مینا,اتحادی,JUn7pZQAAAAJ,,Mina Etehadi,PhD Candidate  Computer Engineering  University of Isfahan  Isfahan  Iran,eng.ui.ac.ir,8,img\Mina Etehadi-JUn7pZQAAAAJ.jpg
امیر,رشادی نژاد,vL2hLRYAAAAJ,58315618000,Amir Reshadinezhad,Department of Computer Architecture  University of Isfahan  Iran,eng.ui.ac.ir,8,img\Amir Reshadinezhad-vL2hLRYAAAAJ.jpg
مهدی,ضیایی,_-PBsXoAAAAJ,58446209200,Mahdi Ziaei,MSc at Isfahan University,eng.ui.ac.ir,8,img\Mahdi Ziaei-_-PBsXoAAAAJ.jpg
مهرپویا,توکلی,F6kGjPoAAAAJ,,Mehrpouya Tavakoli,Department of Nanotechnology  Faculty of Chemistry  University of Isfahan  81746-73441 â€¦,ast.ui.ac.ir,8,img\Mehrpouya Tavakoli-F6kGjPoAAAAJ.jpg
مرضیه,قدیرپور,Z1zr7KcAAAAJ,57210144308,Marzieh Ghadirpour,University of Isfahan,sci.ui.ac.ir,8,img\Marzieh Ghadirpour-Z1zr7KcAAAAJ.jpg
قدرت الله,خسروشاهی,Hw1WD-cAAAAJ,55327165800,Ghodratollah Khosroshahi,University of Isfahan  Department of Law  Faculty of Administrative Sciences and Economics,ase.ui.ac.ir,8,img\Ghodratollah Khosroshahi-Hw1WD-cAAAAJ.jpg
بهنام,جندقیان,yCkcXmsAAAAJ,58084817800,Behnam Jandaghian,University of Isfahan + Nuclear Science and Technology Research Institute,ast.ui.ac.ir,8,img\Behnam Jandaghian-yCkcXmsAAAAJ.jpg
سمیر,حسنوندی,yGOqa_AAAAAJ,57947613500,Samir Hassanvandi,PhD in Translation Studies  University of Isfahan,fgn.ui.ac.ir,7,img\Samir Hassanvandi-yGOqa_AAAAAJ.jpg
علیرضا,فصیحی زاده,c1wrvKgAAAAJ,57212564910,Alireza Fasihizadeh,University of Isfahan,ase.ui.ac.ir,7,img\Alireza Fasihizadeh-c1wrvKgAAAAJ.jpg
محمدرضا,خدابخش,TtZe5goAAAAJ,57282764100,Mohammad Reza Khodakhah,University of Isfahan,sci.ui.ac.ir,7,img\Mohammad Reza Khodakhah-TtZe5goAAAAJ.jpg
علی اکبر,عباسی,x6f0dXoAAAAJ,57656627300,Aliakbar Abbasi,University of Isfahan,ltr.ui.ac.ir,7,img\Aliakbar Abbasi-x6f0dXoAAAAJ.jpg
محمدرضا,حاجی اسماعیلی,x_0uiVwAAAAJ,57219894886,Mohammad reza Haji esmaeili,Professor of Quran&Hadith  University Of Isfahan,ltr.ui.ac.ir,7,img\Mohammad reza Haji esmaeili-x_0uiVwAAAAJ.jpg
فاطمه,عربی جشوقانی,mUtErSEAAAAJ,57910042000,Fatemeh Arabi-Jeshvaghani,Faculty of Biological Science and Technology  University of Isfahan  Isfahan  Iran.,sci.ui.ac.ir,7,img\Fatemeh Arabi-Jeshvaghani-mUtErSEAAAAJ.jpg
سارا,کوراوند,Xt1KGrsAAAAJ,57195287424,Sara kooravand,Ph.D. student  university of Isfahan,eng.ui.ac.ir,7,img\Sara kooravand-Xt1KGrsAAAAJ.jpg
اسحاق,طغیانی,4Qb3KD8AAAAJ,57105771000,eshagh toghiani,professor  University of Isfahan,ltr.ui.ac.ir,7,img\eshagh toghiani-4Qb3KD8AAAAJ.jpg
فاطمه,نیازی,OKPe5xwAAAAJ,58093872700,Fateme Niazi,Department of Railway Engineering and Transportation Planning  Faculty of Civil â€¦,trn.ui.ac.ir,7,img\Fateme Niazi-OKPe5xwAAAAJ.jpg
سورنا,رحمانی,RLpdPIQAAAAJ,58450775700,Sourena Rahmani,Masters student  Isfahan university,eng.ui.ac.ir,7,img\Sourena Rahmani-RLpdPIQAAAAJ.jpg
مصطفی,مسلم پور,Fyn2KFEAAAAJ,58752488800,Mostafa Moslempoor,University of isfahan,sci.ui.ac.ir,7,img\Mostafa Moslempoor-Fyn2KFEAAAAJ.jpg
محمد,حمیدی اصفهانی,ZgA5pnMAAAAJ,,Mohammad Hamidi Esfahani,University of Isfahan,eng.ui.ac.ir,6,img\Mohammad Hamidi Esfahani-ZgA5pnMAAAAJ.jpg
محمد صادق,هاشم زاده,T5rG4mEAAAAJ,56436698700,Mohammad Sadegh Hashemzadeh-Esfarjani,university of isfahan,sci.ui.ac.ir,6,img\Mohammad Sadegh Hashemzadeh-Esfarjani-T5rG4mEAAAAJ.jpg
علی اصغر,هاشم زاده,BhfyXBAAAAAJ,58808984600,Aliasghar Hashemzadeh,Assistant Professor  Department of Theology & Islamic Studies  University of Isfahan,theo.ui.ac.ir,6,img\Aliasghar Hashemzadeh-BhfyXBAAAAAJ.jpg
رسول,کیانی,EFDcb9cAAAAJ,57244807100,Rasool Kiani,Instructor in University of Isfahan,eng.ui.ac.ir,6,img\Rasool Kiani-EFDcb9cAAAAJ.jpg
رضا,سعیدی زاده,JJIqWDIAAAAJ,56189615000,Reza Saeedizadeh,PHD of optics and laser   Isfahan university,sci.ui.ac.ir,6,img\Reza Saeedizadeh-JJIqWDIAAAAJ.jpg
امیر,نادری,W6G_JLoAAAAJ,,Amir Naderi,Isfahan University,eng.ui.ac.ir,6,img\Amir Naderi-W6G_JLoAAAAJ.jpg
محمد,نبویان پور,zzrhb8AAAAAJ,,Mohammad Nabavianpour,Isfahan University,pds.ui.ac.ir,6,img\Mohammad Nabavianpour-zzrhb8AAAAAJ.jpg
فرزاد,پاداش نیک,E_eqVpEAAAAJ,57220927256,Farzad Padashnik,PhD Student  University of Isfahan,sci.ui.ac.ir,6,img\Farzad Padashnik-E_eqVpEAAAAJ.jpg
زهره,نجفی,LprQkbAAAAAJ,57205679289,zohre najafi,Associate professor of persian language &literature  university of Isfahan,ltr.ui.ac.ir,6,img\zohre najafi-LprQkbAAAAAJ.jpg
قدرت الله,نوروزی,x3_156wAAAAJ,,Ghodratollah Noroozi,Assistant Professor  Faculty of Law  University of Isfahan,ase.ui.ac.ir,6,img\Ghodratollah Noroozi-x3_156wAAAAJ.jpg
حسین,عزیزی,ERTaqYYAAAAJ,,hossein azizi,Assistant Professor  University of Isfahan,ltr.ui.ac.ir,6,img\hossein azizi-ERTaqYYAAAAJ.jpg
رسول,مظاهری کوهانستانی,WHALr3sAAAAJ,57212564629,Rasul Mazaheri Kuhanestani,Assistant Professor  University of Isfahan,ase.ui.ac.ir,6,img\Rasul Mazaheri Kuhanestani-WHALr3sAAAAJ.jpg
محمدصالح,طیب نیا,KoZjc9IAAAAJ,,Mohammad Saleh Tayebnia,Professor of Theology  University of Isfahan,ahl.ui.ac.ir,6,img\Mohammad Saleh Tayebnia-KoZjc9IAAAAJ.jpg
محمدرضا,ستوده نیا,VKBe7vwAAAAJ,57209137728,Mohammadreza Sotoudehnia,Professor. University of Isfahan,ltr.ui.ac.ir,6,img\Mohammadreza Sotoudehnia-VKBe7vwAAAAJ.jpg
فاطمه,آرامی قهفرخی,h-uF6P0AAAAJ,,Fatemeh Arami ghahfarokhi,University of Isfahan,sci.ui.ac.ir,6,img\Fatemeh Arami ghahfarokhi-h-uF6P0AAAAJ.jpg
مریم,جلائی,KbJAVIQAAAAJ,,Maryam Jalaei,University of Isfahan,fgn.ui.ac.ir,6,img\Maryam Jalaei-KbJAVIQAAAAJ.jpg
نریمان,عبدی,oUaYL0YAAAAJ,58505154800,N Abdi,PhD Candidate  University of Isfahan,eng.ui.ac.ir,5,img\N Abdi-oUaYL0YAAAAJ.jpg
فرشته,خوشنام,TuVYC-QAAAAJ,57488092700,Fereshteh Khoshnam,PhD  Computer Engineering  Isfahan University,eng.ui.ac.ir,5,img\Fereshteh Khoshnam-TuVYC-QAAAAJ.jpg
سارا,بهروزی,WMRTACMAAAAJ,,Sara Behrozi,phd candidate  Isfahan University,sci.ui.ac.ir,5,img\Sara Behrozi-WMRTACMAAAAJ.jpg
آزاده,محمدی,N3lwXT0AAAAJ,,azade mohammadi,Ph.D student at University of Isfahan,eng.ui.ac.ir,5,img\azade mohammadi-N3lwXT0AAAAJ.jpg
سید محمدهادی,علاالدین,9-twpmcAAAAJ,57214991670,Seyed Mohammad Hadi Alaeddin,Master of Mechanical engineering at University of Isfahan  ط³غŒط¯ ظ…ط­ظ…ط¯ ظ‡ط§ط¯غŒ ط¹ظ„ط§ط§ظ„ط¯غŒظ†,eng.ui.ac.ir,5,img\Seyed Mohammad Hadi Alaeddin-9-twpmcAAAAJ.jpg
ابراهیم,رضایی,Y5hi1_IAAAAJ,,Ebrahim Rezaei,Assistant Professor in Philosophy  University of Isfahan,ahl.ui.ac.ir,5,img\Ebrahim Rezaei-Y5hi1_IAAAAJ.jpg
احسان,طیبی,hc4m8MUAAAAJ,57219714428,Ehsan Taebi,PhDc in Translation and Interpreting Studies  University of Isfahan,fgn.ui.ac.ir,5,img\Ehsan Taebi-hc4m8MUAAAAJ.jpg
نعمت اله,سعیدی,8kg-cF4AAAAJ,59318746200,Nematollah Saeidi,Artificial Intelligence Department  University of Isfahan,eng.ui.ac.ir,5,img\Nematollah Saeidi-8kg-cF4AAAAJ.jpg
محدثه,رجائی راد,JGrJvh8AAAAJ,58143419100,Mohadese Rajaeirad,University of Isfahan,eng.ui.ac.ir,5,img\Mohadese Rajaeirad-JGrJvh8AAAAJ.jpg
مهدی,مطیع,0IAoacsAAAAJ,57219895477,mahdi motia,University of isfahan,ltr.ui.ac.ir,5,img\mahdi motia-0IAoacsAAAAJ.jpg
مریم,احمدی,C9YQLHoAAAAJ,57709835400,Maryam Ahmadi,Master's Department of Nanotechnology  University of Isfahan  Iran  Ceramic Engineering,sci.ui.ac.ir,5,img\Maryam Ahmadi-C9YQLHoAAAAJ.jpg
حسین,روحانی,cippjlAAAAAJ,56156865400,Hossein Roohani,Assistant Professor  Department of Political Science University of Isfahan  Isfahan  Iran,ase.ui.ac.ir,5,img\Hossein Roohani-cippjlAAAAAJ.jpg
محسن,صمدانیان اصفهانی,1uDw2KoAAAAJ,,Mohsen Samadanian Esfahani,Assistant Professor of Quran & Hadith sciencnes  University Of Isfahan,ltr.ui.ac.ir,5,img\Mohsen Samadanian Esfahani-1uDw2KoAAAAJ.jpg
محمد,رحیمی خویگانی,HimAkKEAAAAJ,,Mohammad Rahimi Khoigani  ;ظ…ط­ظ…ط¯ ط±ط­غŒظ…غŒ ط®ظˆغŒع¯ط§ظ†غŒ,Associate Professor  University of Isfahan  Iran,fgn.ui.ac.ir,5,img\Mohammad Rahimi Khoigani  ;ظ…ط­ظ…ط¯ ط±ط­غŒظ…غŒ ط®ظˆغŒع¯ط§ظ†غŒ-HimAkKEAAAAJ.jpg
احسان,علی اکبری,rgnAVWcAAAAJ,,Ehsan Aliakbari,Assistant Professor  Faculty of Ahl-e-Bayt  University of Isfahan  Isfahan  Iran,ahl.ui.ac.ir,5,img\Ehsan Aliakbari-rgnAVWcAAAAJ.jpg
جعفر,شوهانی,fE98VkMAAAAJ,58535451000,jafar shohani,PhD in Physics - optics  University of Isfahan,sci.ui.ac.ir,5,img\jafar shohani-fE98VkMAAAAJ.jpg
علیرضا,علایی,RHjaZe0AAAAJ,58139167200,Alireza Alaei,Department of Civil Engineering  University of Isfahan,trn.ui.ac.ir,5,img\Alireza Alaei-RHjaZe0AAAAJ.jpg
محمدعلی,رهگذر,4T4WNA0AAAAJ,55257720300,Mohammad Ali Rahgozar,University of Isfahan,eng.ui.ac.ir,5,img\Mohammad Ali Rahgozar-4T4WNA0AAAAJ.jpg
شکیبا,دادخواه,EOt1ilEAAAAJ,58641171700,shakiba dadkhah,PhD student in polymer chemistry  Isfahan University,sci.ui.ac.ir,5,img\shakiba dadkhah-EOt1ilEAAAAJ.jpg
الهام,سیدان,54qyUSYAAAAJ,57191193984,Elham Sayyedan,Assistant professor of Persian language and literature  University of Isfahan,ltr.ui.ac.ir,4,img\Elham Sayyedan-54qyUSYAAAAJ.jpg
فاطمه,بافقی,MR0e_GkAAAAJ,57217675411,Fateme Bafghi,University Of Isfahan,eng.ui.ac.ir,4,img\Fateme Bafghi-MR0e_GkAAAAJ.jpg
بهمن,زینعلی,nmWNA6wAAAAJ,57223239536,bahman zeinali,Associate professor  Department of History  University of Isfahan,ltr.ui.ac.ir,4,img\bahman zeinali-nmWNA6wAAAAJ.jpg
لیلا,میر مجربیان,Wj0B_TkAAAAJ,57218948917,Leila Mirmojarabian,Assistant Professor  Department of Persian Language and Literature  University of Isfahan,ltr.ui.ac.ir,4,img\Leila Mirmojarabian-Wj0B_TkAAAAJ.jpg
حسین,باهک,6Swd-2sAAAAJ,,hossein bahak,Master student of software eng  university of isfahan,eng.ui.ac.ir,4,img\hossein bahak-6Swd-2sAAAAJ.jpg
علی,نعمان,JPHS718AAAAJ,58299307400,Ali Naaman,M.Sc. of Transportation Engineering  University of Isfahan,trn.ui.ac.ir,4,img\Ali Naaman-JPHS718AAAAJ.jpg
مصطفی,شعبانیان پوده,eT4T5G8AAAAJ,58023274200,Mostafa Shabanian-Poodeh,Faculty of Electrical Engineering  University of Isfahan  Iran,eng.ui.ac.ir,4,img\Mostafa Shabanian-Poodeh-eT4T5G8AAAAJ.jpg
سیده راضیه,طبائیان,hPXZe8EAAAAJ,58354557700,Seyedeh Razieh Tabaeian,Assistant Professor of Psychology  university of Isfahan,edu.ui.ac.ir,4,img\Seyedeh Razieh Tabaeian-hPXZe8EAAAAJ.jpg
ساسان,قاراخانی,C8mwIbQAAAAJ,,Sasan Gharakhani,Ph.D. in Economics  University of Isfahan,ase.ui.ac.ir,4,img\Sasan Gharakhani-C8mwIbQAAAAJ.jpg
عطیه,جواهری,sQtAifwAAAAJ,57220804459,atiyeh javaheri,University of Isfahan,eng.ui.ac.ir,4,img\atiyeh javaheri-sQtAifwAAAAJ.jpg
سید مرتضی,هاشمی باباحیدری,I5t-7vgAAAAJ,,Seyyed Morteza Hashemi Babaheidari,Associate Professor Department of Persian Literature University of Isfahan  Iran,ltr.ui.ac.ir,4,img\Seyyed Morteza Hashemi Babaheidari-I5t-7vgAAAAJ.jpg
حسین,سلکی,jOghofkAAAAJ,58659678500,Hossein Solki,Isfahan university,mehr.ui.ac.ir,4,img\Hossein Solki-jOghofkAAAAJ.jpg
مرجان,شفیعی,c_e7UsMAAAAJ,,Marjan shafiei,PhD in Geography and Urban Planning  University of Isfahan,geo.ui.ac.ir,4,img\Marjan shafiei-c_e7UsMAAAAJ.jpg
علی,زارع چاوشی,mFqg_m4AAAAJ,,ali zare chavoshi,Isfahan university,eng.ui.ac.ir,4,img\ali zare chavoshi-mFqg_m4AAAAJ.jpg
محمدحسین,باطنی,TAwkhjAAAAAJ,57217705198,Mohammad Hossein Bateni,Faculty of Computer Engineering  University of Isfahan,comp.ui.ac.ir,4,img\Mohammad Hossein Bateni-TAwkhjAAAAAJ.jpg
محسن,گودرزی,cMjurDIAAAAJ,,Mohsen Goudarzi ظ…ط­ط³ظ† ع¯ظˆط¯ط±ط²غŒ,Faculty Member of Social Sciences Department at University of Isfahan,ltr.ui.ac.ir,3,img\Mohsen Goudarzi ظ…ط­ط³ظ† ع¯ظˆط¯ط±ط²غŒ-cMjurDIAAAAJ.jpg
محمدرضا,شادمان فر,kRvBpHwAAAAJ,,MohammadReza Shadmanfar,Assistant Professor  University of Isfahan,ase.ui.ac.ir,3,img\MohammadReza Shadmanfar-kRvBpHwAAAAJ.jpg
الهام,اسماعیلی,5obo-ekAAAAJ,,Elham Esmaeeli,Department of Software Engineering  University of Isfahan,eng.ui.ac.ir,3,img\Elham Esmaeeli-5obo-ekAAAAJ.jpg
امیرحسین,نعمتی,mtQ-KvUAAAAJ,,Amirhossein Nemati,English Language and Literature  Faculty of Foreign Languages  University of Isfahan,fgn.ui.ac.ir,3,img\Amirhossein Nemati-mtQ-KvUAAAAJ.jpg
محمد,سلطانی رنانی,eQCG3v4AAAAJ,,Mohammad Soltani Renani,Professor of Religious Sciences  University of Isfahan,ltr.ui.ac.ir,3,img\Mohammad Soltani Renani-eQCG3v4AAAAJ.jpg
زهرا,رجایی,EkJquokAAAAJ,57222105565,Zahra Rajaei,Computer Department of Isfahan University,eng.ui.ac.ir,3,img\Zahra Rajaei-EkJquokAAAAJ.jpg
فاطمه,کاظمی حسن آبادی,LU5XOvcAAAAJ,,fatemeh kazemi Hassan Abadi,PHD student.University of Isfahan,eng.ui.ac.ir,3,img\fatemeh kazemi Hassan Abadi-LU5XOvcAAAAJ.jpg
مائده,اصلانی,E94wdMYAAAAJ,57646301500,Maedeh Aslani,Student of Photonics  University of Isfahan,sci.ui.ac.ir,3,img\Maedeh Aslani-E94wdMYAAAAJ.jpg
مجتبی,سپاهی,Ks183J8AAAAJ,,Mojtaba Sepahi,Assistant Professor  University of Isfahan,ltr.ui.ac.ir,3,img\Mojtaba Sepahi-Ks183J8AAAAJ.jpg
محمد,مشکات,MdNa9pEAAAAJ,58174191700,mohammad meshkat,Associate Professor of Philosophy Department  University of Isfahan,ltr.ui.ac.ir,3,img\mohammad meshkat-MdNa9pEAAAAJ.jpg
آذر,فرقانی تهرانی,OIiSCNAAAAAJ,,Azar Forghani Tehrani,Assistant Professor  German Language and Literature  University of Isfahan,fgn.ui.ac.ir,3,img\Azar Forghani Tehrani-OIiSCNAAAAAJ.jpg
متینه,ربیعی,ZtPGiiIAAAAJ,57913499500,Matineh Rabiei,Department of Chemical Engineering  Faculty of Engineering  University of Isfahan,eng.ui.ac.ir,3,img\Matineh Rabiei-ZtPGiiIAAAAJ.jpg
مائده,سلیمیان ریزی,zW2WiYsAAAAJ,,Maedeh Salimian Rizi,university of isfahan,edu.ui.ac.ir,3,img\Maedeh Salimian Rizi-zW2WiYsAAAAJ.jpg
سید ایوب,میرطاوسی,cI_Vm_gAAAAJ,,S. Ayoub Mirtavoosi,University of Isfahan,shr.ui.ac.ir,3,img\S. Ayoub Mirtavoosi-cI_Vm_gAAAAJ.jpg
هومن,حقوقی اصفهانی,rqJ4jg8AAAAJ,,Hooman Hoghooghi Esfahani,Master student University of Isfahan,eng.ui.ac.ir,3,img\Hooman Hoghooghi Esfahani-rqJ4jg8AAAAJ.jpg
زهرا,رضایی,W-qZQdwAAAAJ,,Zahra Rezaei,University of Isfahan,eng.ui.ac.ir,3,img\Zahra Rezaei-W-qZQdwAAAAJ.jpg
سروش,باجغلی,Jxl2BGsAAAAJ,58347029900,Soroush Bajoghli,Master Student  University of Isfahan,eng.ui.ac.ir,3,img\Soroush Bajoghli-Jxl2BGsAAAAJ.jpg
امین,متولی امامی,OKgQajIAAAAJ,,Amin Motevali Emami,M.Sc. Mechanical Engineering  University of Isfahan,eng.ui.ac.ir,3,img\Amin Motevali Emami-OKgQajIAAAAJ.jpg
نگین,دریابی,itzPCeMAAAAJ,58577824400,Negin Daryabi,M.Sc. Student  University of Isfahan,sci.ui.ac.ir,3,img\Negin Daryabi-itzPCeMAAAAJ.jpg
مهدی,حسنوند,kq7Je4gAAAAJ,,Mahdi Hasanvand,Ph.D. student  University of Isfahan,fgn.ui.ac.ir,3,img\Mahdi Hasanvand-kq7Je4gAAAAJ.jpg
نوشین,پورکمالی,GevIZ2EAAAAJ,,Nooshin Pourkamali,University of Isfahan,mehr.ui.ac.ir,3,img\Nooshin Pourkamali-GevIZ2EAAAAJ.jpg
امیررضا,ابراهیمی,IpiRf6UAAAAJ,57245112400,Amir Reza Ebrahimy,PhD candidate of Artificial Intelligence Faculty of Computer Engineering  University of â€¦,pds.ui.ac.ir,2,img\Amir Reza Ebrahimy-IpiRf6UAAAAJ.jpg
محمد,منصوری بروجنی,1WJ5k0cAAAAJ,,Mohammad Mansouri Boroujeni,University of Isfahan  Department of Law  Faculty of Administrative Sciences and Economics,ase.ui.ac.ir,2,img\Mohammad Mansouri Boroujeni-1WJ5k0cAAAAJ.jpg
سعید,عبدالحسینی,rU_973UAAAAJ,58150925100,Saeed Abdolhosseini,University Of Isfahan,ase.ui.ac.ir,2,img\Saeed Abdolhosseini-rU_973UAAAAJ.jpg
شیوا,شریفی,hP9_DGIAAAAJ,,shiva sharifi,university of isfahan,edu.ui.ac.ir,2,img\shiva sharifi-hP9_DGIAAAAJ.jpg
